job_id,job_type,job_text,rank,resume_index,score,resume_domain,resume_preview
dataset_0,dataset,"10 + Blockchain Nodes / Masternodes to set up *Requirements*

We're looking for a long term collaboration with someone that has an experience in crypto, masternodes, nodes, validators etc. We need to set up:

Kyber Network
Nebulas
SecretNetwork
Tron
Aion
DeFiChain
EOS
TomoChain
Elrond
I",1,155,28.204382940361754,TEACHER,"Elementary Teaching Credential, University of Redlands (2008); B.A., Liberal Arts, California Baptist University (2006). Student-centered instruction, differentiated small-group learning (System 44), positive behavior reinforcement, strong classroom management, technology integration (iPads), organi"
dataset_0,dataset,"10 + Blockchain Nodes / Masternodes to set up *Requirements*

We're looking for a long term collaboration with someone that has an experience in crypto, masternodes, nodes, validators etc. We need to set up:

Kyber Network
Nebulas
SecretNetwork
Tron
Aion
DeFiChain
EOS
TomoChain
Elrond
I",2,183,27.333053536609285,TEACHER,"Associate of Arts — Business, Jones International University. Fifteen years of client-facing experience spanning customer service, telesales, account management, and training. Strengths include conflict resolution, active listening, problem solving, cash handling, inventory control, invoicing, datab"
dataset_0,dataset,"10 + Blockchain Nodes / Masternodes to set up *Requirements*

We're looking for a long term collaboration with someone that has an experience in crypto, masternodes, nodes, validators etc. We need to set up:

Kyber Network
Nebulas
SecretNetwork
Tron
Aion
DeFiChain
EOS
TomoChain
Elrond
I",3,152,23.659948768448526,TEACHER,"M.Ed., Teaching—Virginia Commonwealth University (2002); B.S., Psychology—Virginia Commonwealth University (2002, Cum Laude); A.A., Child Development—De Anza College (1998, Cum Laude). Virginia postgraduate professional license, curriculum development, long-term planning, critical thinking, mediatio"
dataset_0,dataset,"10 + Blockchain Nodes / Masternodes to set up *Requirements*

We're looking for a long term collaboration with someone that has an experience in crypto, masternodes, nodes, validators etc. We need to set up:

Kyber Network
Nebulas
SecretNetwork
Tron
Aion
DeFiChain
EOS
TomoChain
Elrond
I",4,190,21.04132899522399,TEACHER,"M.A. (Guidance & Counseling), University of Texas–Pan American (2002). B.A. in Psychology, University of Texas–Pan American (1996). Texas certifications: School Counselor PK–12 (2002), Secondary Spanish 6–12 (2004), Bilingual/ESL–Spanish PK–6 (1998). Seventeen years teaching and counseling experienc"
dataset_0,dataset,"10 + Blockchain Nodes / Masternodes to set up *Requirements*

We're looking for a long term collaboration with someone that has an experience in crypto, masternodes, nodes, validators etc. We need to set up:

Kyber Network
Nebulas
SecretNetwork
Tron
Aion
DeFiChain
EOS
TomoChain
Elrond
I",5,188,16.173875826602007,TEACHER,"Master’s in Education, Government College of Education (1992). Bachelor of Education, Government College of Education (1990). Bachelor of Science in Biology & Chemistry, University of Karachi (1986). Teacher of the Year (2009). Strengths in lesson planning, classroom management, differentiation, lea"
dataset_0,dataset,"10 + Blockchain Nodes / Masternodes to set up *Requirements*

We're looking for a long term collaboration with someone that has an experience in crypto, masternodes, nodes, validators etc. We need to set up:

Kyber Network
Nebulas
SecretNetwork
Tron
Aion
DeFiChain
EOS
TomoChain
Elrond
I",6,198,15.292390365844865,TEACHER,"B.S. Education, University of Central Missouri (in progress); A.A., Metropolitan Community College (2012); HS Diploma (2009). Tutoring, lesson facilitation, small-group instruction, MS Office, organized and punctual; 100+ hours classroom fieldwork (Algebra I, grades 6–8); created engaging math activ"
dataset_0,dataset,"10 + Blockchain Nodes / Masternodes to set up *Requirements*

We're looking for a long term collaboration with someone that has an experience in crypto, masternodes, nodes, validators etc. We need to set up:

Kyber Network
Nebulas
SecretNetwork
Tron
Aion
DeFiChain
EOS
TomoChain
Elrond
I",7,175,15.03333531273617,TEACHER,"M.S. Education — Liberty University (2017); B.S. Behavioral Science — Bluefield College (2009). Middle school ELA & Social Studies (U.S. History, Civics, Geography); curriculum design; assessment prep (Stanford, SOL); classroom management; IEP process knowledge; attendance/grade/records management; "
dataset_0,dataset,"10 + Blockchain Nodes / Masternodes to set up *Requirements*

We're looking for a long term collaboration with someone that has an experience in crypto, masternodes, nodes, validators etc. We need to set up:

Kyber Network
Nebulas
SecretNetwork
Tron
Aion
DeFiChain
EOS
TomoChain
Elrond
I",8,286,14.415465073763201,Research Assistant,"B.Sc. in CSE, United International Univ. (CGPA 3.99/4.0, 2020–24); Study in Canada Scholar, Concordia Univ. of Edmonton (Winter 2022, GPA 3.8) Skilled in AI, ML, CV, Research Design, Technical Writing, and Svelte-Kit. Publications in IEEE Access (EEG Motor Imagery, 2025), Elsevier CBM (GBDTSVM model"
dataset_0,dataset,"10 + Blockchain Nodes / Masternodes to set up *Requirements*

We're looking for a long term collaboration with someone that has an experience in crypto, masternodes, nodes, validators etc. We need to set up:

Kyber Network
Nebulas
SecretNetwork
Tron
Aion
DeFiChain
EOS
TomoChain
Elrond
I",9,301,13.803800653848262,Research Assistant,"B.Sc. in Computer Science & Engineering (CGPA 3.75, Honors), Chittagong Univ. of Engineering & Technology (2019–24); Thesis: Bangla Text-to-Speech & Voice Cloning Skilled in Python, C++, TensorFlow, PyTorch, React, Node, MongoDB. Published in EMNLP 2023 (Best Paper), NAACL 2025, ECCE 2025, CLEF 2024"
dataset_0,dataset,"10 + Blockchain Nodes / Masternodes to set up *Requirements*

We're looking for a long term collaboration with someone that has an experience in crypto, masternodes, nodes, validators etc. We need to set up:

Kyber Network
Nebulas
SecretNetwork
Tron
Aion
DeFiChain
EOS
TomoChain
Elrond
I",10,20,13.718506594193816,Banking,"B.S., Finance – Arizona State University, W.P. Carey School of Business; Magna Cum Laude, Dean’s List, Tempe Diablo’s Scholarship recipient. Investment banking solutions, financial modeling, due diligence, equity financing, credit analysis, M&A, client negotiation, project management, and sales stra"
dataset_6,dataset,"1806/03 Sales Manager **Requirements:**
•⠀Experience in IT sales 1+ year
•⠀Generic understanding of IT technologies and Software Development process
•⠀Knowledge of sales techniques, sales markets
•⠀Good communication and negotiation skills
•⠀Fluent written and good spoken English

**We offer:",1,183,60.78205745734559,TEACHER,"Associate of Arts — Business, Jones International University. Fifteen years of client-facing experience spanning customer service, telesales, account management, and training. Strengths include conflict resolution, active listening, problem solving, cash handling, inventory control, invoicing, datab"
dataset_6,dataset,"1806/03 Sales Manager **Requirements:**
•⠀Experience in IT sales 1+ year
•⠀Generic understanding of IT technologies and Software Development process
•⠀Knowledge of sales techniques, sales markets
•⠀Good communication and negotiation skills
•⠀Fluent written and good spoken English

**We offer:",2,1,51.79583496321265,Banking,"High School Diploma, Federal Way Senior High School, United States (2010 Strong leadership, team management, and client relations abilities. Skilled in supervision, staff training, multitasking, and decision-making under pressure. Proficient in recruiting, sales growth strategies, performance planni"
dataset_6,dataset,"1806/03 Sales Manager **Requirements:**
•⠀Experience in IT sales 1+ year
•⠀Generic understanding of IT technologies and Software Development process
•⠀Knowledge of sales techniques, sales markets
•⠀Good communication and negotiation skills
•⠀Fluent written and good spoken English

**We offer:",3,5,49.9637628916094,Banking,"High School Diploma (Math), University of California, Riverside — United States. Microsoft Excel/Word/Outlook; customer engagement; prospecting and sourcing small-business clients; risk/loss mitigation; cash handling; coaching/mentoring; bilingual English–Spanish (reading/writing); Notary Public. Re"
dataset_6,dataset,"1806/03 Sales Manager **Requirements:**
•⠀Experience in IT sales 1+ year
•⠀Generic understanding of IT technologies and Software Development process
•⠀Knowledge of sales techniques, sales markets
•⠀Good communication and negotiation skills
•⠀Fluent written and good spoken English

**We offer:",4,101,49.05703938552312,ACCOUNTANT,"BBA in Accountancy, Western Michigan University, Haworth College of Business (2010). School fund accounting; general ledger, bank recs, AP/AR; cash-flow forecasting; budget analysis/forecasting; governmental reporting; school bond experience; advanced computer skills and process improvement; CFO cer"
dataset_6,dataset,"1806/03 Sales Manager **Requirements:**
•⠀Experience in IT sales 1+ year
•⠀Generic understanding of IT technologies and Software Development process
•⠀Knowledge of sales techniques, sales markets
•⠀Good communication and negotiation skills
•⠀Fluent written and good spoken English

**We offer:",5,191,48.822074772134876,TEACHER,"M.A. in Math Education, Southwestern University; M.A. in Education, Philippine Normal University (2000); B.A. in Secondary Education—Mathematics, Cum Laude (1994); additional 30 graduate units in Math Education (Philippine Normal University). Certification: Maryland Teacher Certificate (APC), curren"
dataset_6,dataset,"1806/03 Sales Manager **Requirements:**
•⠀Experience in IT sales 1+ year
•⠀Generic understanding of IT technologies and Software Development process
•⠀Knowledge of sales techniques, sales markets
•⠀Good communication and negotiation skills
•⠀Fluent written and good spoken English

**We offer:",6,188,48.635647657353815,TEACHER,"Master’s in Education, Government College of Education (1992). Bachelor of Education, Government College of Education (1990). Bachelor of Science in Biology & Chemistry, University of Karachi (1986). Teacher of the Year (2009). Strengths in lesson planning, classroom management, differentiation, lea"
dataset_6,dataset,"1806/03 Sales Manager **Requirements:**
•⠀Experience in IT sales 1+ year
•⠀Generic understanding of IT technologies and Software Development process
•⠀Knowledge of sales techniques, sales markets
•⠀Good communication and negotiation skills
•⠀Fluent written and good spoken English

**We offer:",7,218,47.58851485183164,Apparel,"BSBA in Marketing, University of Nebraska–Lincoln; strong foundation in sales, strategy, and market development. Sales strategy, business development, territory expansion, customer retention, leadership, MS Office. Golden Eagle & Service Star Award, North America MVP, 3-time 2K Club, proven record i"
dataset_6,dataset,"1806/03 Sales Manager **Requirements:**
•⠀Experience in IT sales 1+ year
•⠀Generic understanding of IT technologies and Software Development process
•⠀Knowledge of sales techniques, sales markets
•⠀Good communication and negotiation skills
•⠀Fluent written and good spoken English

**We offer:",8,0,47.21055150152674,Banking,"Master of Science in International Trade, Universidad Carlos III de Madrid, Spain (2014) — coursework in international trade policies and laws. Bachelor of Science in Business Administration and Direction, Universidad Pública de Navarra, Spain (2013) Skilled in cash handling, loan operations, financ"
dataset_6,dataset,"1806/03 Sales Manager **Requirements:**
•⠀Experience in IT sales 1+ year
•⠀Generic understanding of IT technologies and Software Development process
•⠀Knowledge of sales techniques, sales markets
•⠀Good communication and negotiation skills
•⠀Fluent written and good spoken English

**We offer:",9,190,46.708905971492136,TEACHER,"M.A. (Guidance & Counseling), University of Texas–Pan American (2002). B.A. in Psychology, University of Texas–Pan American (1996). Texas certifications: School Counselor PK–12 (2002), Secondary Spanish 6–12 (2004), Bilingual/ESL–Spanish PK–6 (1998). Seventeen years teaching and counseling experienc"
dataset_6,dataset,"1806/03 Sales Manager **Requirements:**
•⠀Experience in IT sales 1+ year
•⠀Generic understanding of IT technologies and Software Development process
•⠀Knowledge of sales techniques, sales markets
•⠀Good communication and negotiation skills
•⠀Fluent written and good spoken English

**We offer:",10,24,46.36181272262495,Banking,"B.B.A., Business Finance & HR Management – University of Houston Downtown; A.A., General Studies – Houston Community College. Leadership, sales strategy, risk analysis, credit evaluation, business development, client relations, budgeting, and operations management. Certified in NMLS and Microsoft; t"
dataset_82,dataset,"2D-, 3D-Animator position Onlyplay is a fast-growing gaming product development company. Our team develops high-quality games to launch them on popular platforms.

We are inspired by new ideas and bring trends to the gaming world. For the coming years, we face serious goals and many interesting ta",1,183,146.90403784764712,TEACHER,"Associate of Arts — Business, Jones International University. Fifteen years of client-facing experience spanning customer service, telesales, account management, and training. Strengths include conflict resolution, active listening, problem solving, cash handling, inventory control, invoicing, datab"
dataset_82,dataset,"2D-, 3D-Animator position Onlyplay is a fast-growing gaming product development company. Our team develops high-quality games to launch them on popular platforms.

We are inspired by new ideas and bring trends to the gaming world. For the coming years, we face serious goals and many interesting ta",2,191,134.84682820219788,TEACHER,"M.A. in Math Education, Southwestern University; M.A. in Education, Philippine Normal University (2000); B.A. in Secondary Education—Mathematics, Cum Laude (1994); additional 30 graduate units in Math Education (Philippine Normal University). Certification: Maryland Teacher Certificate (APC), curren"
dataset_82,dataset,"2D-, 3D-Animator position Onlyplay is a fast-growing gaming product development company. Our team develops high-quality games to launch them on popular platforms.

We are inspired by new ideas and bring trends to the gaming world. For the coming years, we face serious goals and many interesting ta",3,188,132.4766197443333,TEACHER,"Master’s in Education, Government College of Education (1992). Bachelor of Education, Government College of Education (1990). Bachelor of Science in Biology & Chemistry, University of Karachi (1986). Teacher of the Year (2009). Strengths in lesson planning, classroom management, differentiation, lea"
dataset_82,dataset,"2D-, 3D-Animator position Onlyplay is a fast-growing gaming product development company. Our team develops high-quality games to launch them on popular platforms.

We are inspired by new ideas and bring trends to the gaming world. For the coming years, we face serious goals and many interesting ta",4,190,130.00740896273538,TEACHER,"M.A. (Guidance & Counseling), University of Texas–Pan American (2002). B.A. in Psychology, University of Texas–Pan American (1996). Texas certifications: School Counselor PK–12 (2002), Secondary Spanish 6–12 (2004), Bilingual/ESL–Spanish PK–6 (1998). Seventeen years teaching and counseling experienc"
dataset_82,dataset,"2D-, 3D-Animator position Onlyplay is a fast-growing gaming product development company. Our team develops high-quality games to launch them on popular platforms.

We are inspired by new ideas and bring trends to the gaming world. For the coming years, we face serious goals and many interesting ta",5,237,121.80502009851706,Apparel,"A.A. Office Systems Technology, Horry Georgetown Technical College (2007); coursework in Office Administration and Patient Care, Central Carolina Technical College (1991). Customer service, merchandising, leadership, bookkeeping, cash management, AS/400, Excel, proofreading, medical terminology, off"
dataset_82,dataset,"2D-, 3D-Animator position Onlyplay is a fast-growing gaming product development company. Our team develops high-quality games to launch them on popular platforms.

We are inspired by new ideas and bring trends to the gaming world. For the coming years, we face serious goals and many interesting ta",6,287,119.43784855823856,Research Assistant,"B.Arch in Architecture, Chittagong Univ. of Engineering & Technology (2018–24); thesis on “Children Development Center” focusing on design for rehabilitation and well-being Skilled in Environmental & Architectural Design, SPSS, AutoCAD, 3D Visualization, and Data Analysis. Research on thermal percep"
dataset_82,dataset,"2D-, 3D-Animator position Onlyplay is a fast-growing gaming product development company. Our team develops high-quality games to launch them on popular platforms.

We are inspired by new ideas and bring trends to the gaming world. For the coming years, we face serious goals and many interesting ta",7,1,116.7825083152004,Banking,"High School Diploma, Federal Way Senior High School, United States (2010 Strong leadership, team management, and client relations abilities. Skilled in supervision, staff training, multitasking, and decision-making under pressure. Proficient in recruiting, sales growth strategies, performance planni"
dataset_82,dataset,"2D-, 3D-Animator position Onlyplay is a fast-growing gaming product development company. Our team develops high-quality games to launch them on popular platforms.

We are inspired by new ideas and bring trends to the gaming world. For the coming years, we face serious goals and many interesting ta",8,187,115.47226484749226,TEACHER,"Bachelor of Science in Reading, Delta State University (2006); concentrations in English and Social Studies. Mississippi Teaching Certificate with Elementary Education endorsement; renewed 2011. Teacher of the Year (2009); strengths in lesson planning, classroom management, differentiation, learning"
dataset_82,dataset,"2D-, 3D-Animator position Onlyplay is a fast-growing gaming product development company. Our team develops high-quality games to launch them on popular platforms.

We are inspired by new ideas and bring trends to the gaming world. For the coming years, we face serious goals and many interesting ta",9,184,112.93892463167745,TEACHER,"Master of Science (Microbiology), Universidad Austral de Chile (2008); Bachelor-level studies in Microbiology, Universidad de Pamplona (1992–1999); Internal Quality Auditor, ISO 9001:2000 (120 hrs); Graduate training in Competency-based Curriculum Development, UDES (2010). Specialist in food protect"
dataset_82,dataset,"2D-, 3D-Animator position Onlyplay is a fast-growing gaming product development company. Our team develops high-quality games to launch them on popular platforms.

We are inspired by new ideas and bring trends to the gaming world. For the coming years, we face serious goals and many interesting ta",10,101,106.45028137206694,ACCOUNTANT,"BBA in Accountancy, Western Michigan University, Haworth College of Business (2010). School fund accounting; general ledger, bank recs, AP/AR; cash-flow forecasting; budget analysis/forecasting; governmental reporting; school bond experience; advanced computer skills and process improvement; CFO cer"
dataset_24,dataset,"1.Middle/Senior Embedded C/C++ The CHI team is looking for a Middle/Senior Embedded C/C++

About the client:
The leading global supplier of embedded and connected software for the automotive industry.
Client`s company develops the award-winning iGO Navigation Engine, which is flexible, designed fo",1,1,178.04516650670573,Banking,"High School Diploma, Federal Way Senior High School, United States (2010 Strong leadership, team management, and client relations abilities. Skilled in supervision, staff training, multitasking, and decision-making under pressure. Proficient in recruiting, sales growth strategies, performance planni"
dataset_24,dataset,"1.Middle/Senior Embedded C/C++ The CHI team is looking for a Middle/Senior Embedded C/C++

About the client:
The leading global supplier of embedded and connected software for the automotive industry.
Client`s company develops the award-winning iGO Navigation Engine, which is flexible, designed fo",2,191,161.64156123318688,TEACHER,"M.A. in Math Education, Southwestern University; M.A. in Education, Philippine Normal University (2000); B.A. in Secondary Education—Mathematics, Cum Laude (1994); additional 30 graduate units in Math Education (Philippine Normal University). Certification: Maryland Teacher Certificate (APC), curren"
dataset_24,dataset,"1.Middle/Senior Embedded C/C++ The CHI team is looking for a Middle/Senior Embedded C/C++

About the client:
The leading global supplier of embedded and connected software for the automotive industry.
Client`s company develops the award-winning iGO Navigation Engine, which is flexible, designed fo",3,257,156.16828592192616,Research Assistant,"B.Sc. in Computer Science & Engineering (2020–2025), Bangladesh; CGPA 3.43/4.0. Coursework: Software Engineering, System Analysis, Software Development Skilled in Figma, Adobe Creative Suite, Framer Motion, HTML, CSS, JavaScript. Expertise in UX research, prototyping, usability testing, and responsi"
dataset_24,dataset,"1.Middle/Senior Embedded C/C++ The CHI team is looking for a Middle/Senior Embedded C/C++

About the client:
The leading global supplier of embedded and connected software for the automotive industry.
Client`s company develops the award-winning iGO Navigation Engine, which is flexible, designed fo",4,278,154.7868157566708,Research Assistant,"Ph.D. in Computer Science, Louisiana Tech University (2025–); B.Sc. in Computer Science & Engineering, Khulna Univ. of Engineering & Technology (2017–2023) Skilled in Android Development, .NET Framework, C#, and software design. Certified in C# Best Practices (LinkedIn, 2024). Experienced in mobile "
dataset_24,dataset,"1.Middle/Senior Embedded C/C++ The CHI team is looking for a Middle/Senior Embedded C/C++

About the client:
The leading global supplier of embedded and connected software for the automotive industry.
Client`s company develops the award-winning iGO Navigation Engine, which is flexible, designed fo",5,237,154.62467815267615,Apparel,"A.A. Office Systems Technology, Horry Georgetown Technical College (2007); coursework in Office Administration and Patient Care, Central Carolina Technical College (1991). Customer service, merchandising, leadership, bookkeeping, cash management, AS/400, Excel, proofreading, medical terminology, off"
dataset_24,dataset,"1.Middle/Senior Embedded C/C++ The CHI team is looking for a Middle/Senior Embedded C/C++

About the client:
The leading global supplier of embedded and connected software for the automotive industry.
Client`s company develops the award-winning iGO Navigation Engine, which is flexible, designed fo",6,187,152.9718564635887,TEACHER,"Bachelor of Science in Reading, Delta State University (2006); concentrations in English and Social Studies. Mississippi Teaching Certificate with Elementary Education endorsement; renewed 2011. Teacher of the Year (2009); strengths in lesson planning, classroom management, differentiation, learning"
dataset_24,dataset,"1.Middle/Senior Embedded C/C++ The CHI team is looking for a Middle/Senior Embedded C/C++

About the client:
The leading global supplier of embedded and connected software for the automotive industry.
Client`s company develops the award-winning iGO Navigation Engine, which is flexible, designed fo",7,188,152.2575163019414,TEACHER,"Master’s in Education, Government College of Education (1992). Bachelor of Education, Government College of Education (1990). Bachelor of Science in Biology & Chemistry, University of Karachi (1986). Teacher of the Year (2009). Strengths in lesson planning, classroom management, differentiation, lea"
dataset_24,dataset,"1.Middle/Senior Embedded C/C++ The CHI team is looking for a Middle/Senior Embedded C/C++

About the client:
The leading global supplier of embedded and connected software for the automotive industry.
Client`s company develops the award-winning iGO Navigation Engine, which is flexible, designed fo",8,183,150.65248765022523,TEACHER,"Associate of Arts — Business, Jones International University. Fifteen years of client-facing experience spanning customer service, telesales, account management, and training. Strengths include conflict resolution, active listening, problem solving, cash handling, inventory control, invoicing, datab"
dataset_24,dataset,"1.Middle/Senior Embedded C/C++ The CHI team is looking for a Middle/Senior Embedded C/C++

About the client:
The leading global supplier of embedded and connected software for the automotive industry.
Client`s company develops the award-winning iGO Navigation Engine, which is flexible, designed fo",9,172,148.28828775973764,TEACHER,"M.A. Education, The University of Texas (2002); B.A. Psychology & Government with Early Childhood Development/Child Psychology, The University of Texas (1998). Graduate Assistant in Education & Counseling; supported adult GED learners. Texas Teaching Certificate (EC endorsement); classroom managemen"
dataset_24,dataset,"1.Middle/Senior Embedded C/C++ The CHI team is looking for a Middle/Senior Embedded C/C++

About the client:
The leading global supplier of embedded and connected software for the automotive industry.
Client`s company develops the award-winning iGO Navigation Engine, which is flexible, designed fo",10,51,147.07472745027079,Finance,"Ph.D., Organizational Leadership — The Chicago School of Professional Psychology (2013); M.A., Industrial-Organizational Psychology — The Chicago School of Professional Psychology (2008); B.S., Psychology — Belmont University (2006). Leadership development, employee relations, training & facilitatio"
custom_0,custom,"
Looking for a data analyst with Python, SQL, data visualization,
machine learning, and statistics experience.
",1,287,15.536397535468918,Research Assistant,"B.Arch in Architecture, Chittagong Univ. of Engineering & Technology (2018–24); thesis on “Children Development Center” focusing on design for rehabilitation and well-being Skilled in Environmental & Architectural Design, SPSS, AutoCAD, 3D Visualization, and Data Analysis. Research on thermal percep"
custom_0,custom,"
Looking for a data analyst with Python, SQL, data visualization,
machine learning, and statistics experience.
",2,254,14.511345052540372,Research Assistant,"B.Sc. in CSE, East West University (2017–2022); specialized in ML, NLP, Data Mining, and Computer Vision; thesis on Bengali social media sentiment classification Expert in Python, SQL, C++, ML/DL (PyTorch, TensorFlow), NLP, CV, Explainable AI. Published 15+ IEEE papers; 6 Best Paper Awards (2023–24)"
custom_0,custom,"
Looking for a data analyst with Python, SQL, data visualization,
machine learning, and statistics experience.
",3,280,13.969957704617316,Research Assistant,"M.Sc. in Food Processing & Preservation (2025–), B.Eng. in Food & Process Engineering, Hajee Mohammad Danesh Science & Tech University (1st Class, 2019–24) Skilled in Food Microbiology, Product Development, QA/QC, Machine Learning, and AI in food systems. Research in microbial safety and process opt"
custom_0,custom,"
Looking for a data analyst with Python, SQL, data visualization,
machine learning, and statistics experience.
",4,249,13.154483765916625,Apparel,"B.S. in Information Systems, Northeastern University. Additional coursework: SAS Business Intelligence Tools (SAS Training Center, NY); Windows NT Administration (New Horizons, MA); Solaris Fundamentals (Sun Microsystems); Software Design & Development and Emerging Technologies (Boston University/Ma"
custom_0,custom,"
Looking for a data analyst with Python, SQL, data visualization,
machine learning, and statistics experience.
",5,261,12.620376575134795,Research Assistant,"B.Sc. in Software Engineering, Shahjalal University of Science & Technology (2018–2023), CGPA 3.63/4.0; HSC, Notre Dame College (2017), GPA 5.00 Skilled in Java, Python, Django, Spring, SQL, Vue, Angular, Docker, CI/CD, RabbitMQ. Published “Verse-Based Emotion Analysis of Bengali Music” (IJCDS 2024)"
custom_0,custom,"
Looking for a data analyst with Python, SQL, data visualization,
machine learning, and statistics experience.
",6,252,12.436048787170837,Research Assistant,"M.Sc. in CSE (2023–2026) and B.Sc. in CSE (2017–2022), Chittagong University of Engineering & Technology Skilled in Machine Learning, Artificial Intelligence, and Academic Research. Reviewer (BIM 2025), Participant (ICCCT 2025). Published IEEE papers: Moonshot (academic integrity & wellbeing app) an"
custom_0,custom,"
Looking for a data analyst with Python, SQL, data visualization,
machine learning, and statistics experience.
",7,298,11.856942922182641,Research Assistant,"B.Sc. in Electronics & Telecommunication Engineering (CGPA 3.99/4.0), Chittagong Univ. of Engineering & Technology (2017–22); HSC, RAJUK Uttara Model College (GPA 5.00) Skilled in Deep Learning, CNN, Computer Vision, Medical Image Analysis, Python, NI Multisim, Git, and Data Structures. Published in"
custom_0,custom,"
Looking for a data analyst with Python, SQL, data visualization,
machine learning, and statistics experience.
",8,295,10.87873942296113,Research Assistant,"B.Sc. in Computer Science & Engineering, East West University (2020–25, First Class); HSC in Science, Satkhira Govt. College (2019) Skilled in Python, TensorFlow, PyTorch, Hugging Face, NLP, ML, DL, RAG, and Data Analysis. Developed BanglaFinGPT (finance LLM). Best Paper, ICDMIS 2024 (Springer LNNS)"
custom_0,custom,"
Looking for a data analyst with Python, SQL, data visualization,
machine learning, and statistics experience.
",9,187,10.592781729753124,TEACHER,"Bachelor of Science in Reading, Delta State University (2006); concentrations in English and Social Studies. Mississippi Teaching Certificate with Elementary Education endorsement; renewed 2011. Teacher of the Year (2009); strengths in lesson planning, classroom management, differentiation, learning"
custom_0,custom,"
Looking for a data analyst with Python, SQL, data visualization,
machine learning, and statistics experience.
",10,235,9.86446576931276,Apparel,"B.S. Metallurgy & Materials Engineering, Colorado School of Mines (2007). Six Sigma Green Belt, Lean Manufacturing, SPC, DOE, Tableau, MS Office, PDM, and Hyperion. Expert in material analysis, manufacturing processes, and QA. Saved $800K/year via scrap reduction; key in Nike Apparel material proces"
